priority,delay,speed,congestion,weather,time_of_day,passenger_load,fuel_level,platform_available,distance_to_next,track_condition,historical_punctuality,decision
Express,15.4,94.9,3,Sunny,Peak,19.1,38.9,True,4.5,Maintenance,68.4,Slow Down
Freight,0.6,52.6,1,Stormy,Non-Peak,16.3,20.8,True,0.5,Maintenance,77.2,Stop
Freight,7.2,74.8,4,Foggy,Peak,77.0,70.8,True,3.6,Good,72.1,Slow Down
Express,14.0,65.0,4,Cloudy,Peak,43.5,40.4,True,8.8,Maintenance,81.3,Slow Down
Freight,0.7,44.2,2,Stormy,Non-Peak,31.5,54.4,False,2.0,Maintenance,72.6,Stop
Freight,1.8,52.3,2,Rainy,Peak,46.5,17.0,False,15.6,Maintenance,66.7,Slow Down
Express,0.1,64.4,6,Foggy,Non-Peak,50.6,59.0,False,0.9,Good,47.7,Stop
Express,15.9,75.8,2,Stormy,Peak,78.4,96.0,True,15.4,Good,58.3,Stop
Freight,14.4,57.3,2,Rainy,Peak,20.4,23.1,False,13.9,Maintenance,73.1,Slow Down
Freight,3.8,32.0,3,Sunny,Peak,80.2,67.9,False,4.6,Damaged,41.3,Stop
Freight,6.3,50.7,2,Rainy,Peak,30.4,72.1,False,1.9,Damaged,79.4,Stop
Local,0.8,51.0,2,Rainy,Non-Peak,40.6,24.6,True,16.9,Maintenance,53.6,Slow Down
Local,8.1,93.1,2,Sunny,Non-Peak,34.8,40.5,True,15.2,Maintenance,52.7,Slow Down
Express,3.0,29.3,5,Foggy,Non-Peak,34.2,78.6,False,8.4,Damaged,46.8,Stop
Local,15.8,55.6,6,Stormy,Non-Peak,87.1,42.1,True,5.0,Maintenance,84.7,Stop
Express,3.5,57.7,5,Foggy,Peak,47.5,50.2,False,0.7,Damaged,55.9,Stop
Freight,1.7,69.2,6,Sunny,Non-Peak,34.8,39.5,True,8.5,Good,23.0,Slow Down
Freight,4.2,70.8,2,Cloudy,Non-Peak,26.4,29.1,True,0.5,Maintenance,57.7,Slow Down
Freight,5.7,63.7,5,Foggy,Peak,31.4,60.8,False,4.6,Good,82.9,Slow Down
Express,13.0,61.5,3,Cloudy,Peak,15.6,56.7,True,1.1,Maintenance,25.5,Slow Down
Freight,3.2,44.5,5,Rainy,Peak,21.1,17.7,True,18.0,Good,90.7,Slow Down
Freight,5.6,71.9,1,Rainy,Peak,29.8,79.2,True,0.5,Damaged,51.9,Stop
Express,18.0,83.6,2,Rainy,Non-Peak,22.2,38.4,False,0.6,Damaged,81.1,Stop
Local,35.1,53.5,5,Stormy,Non-Peak,75.7,93.2,False,0.5,Good,77.5,Stop
Freight,2.9,78.6,2,Sunny,Non-Peak,43.6,17.2,False,5.7,Damaged,87.0,Stop
Freight,14.5,64.1,5,Foggy,Peak,41.3,70.9,False,1.8,Damaged,84.2,Stop
Express,9.6,58.1,3,Foggy,Non-Peak,34.3,60.9,False,0.5,Good,38.3,Stop
Express,0.9,55.5,4,Foggy,Non-Peak,45.5,34.8,True,2.0,Damaged,67.6,Stop
Express,16.0,57.4,2,Cloudy,Non-Peak,30.1,43.9,False,8.1,Damaged,79.9,Stop
Local,2.5,64.6,4,Sunny,Non-Peak,22.0,52.7,True,0.9,Maintenance,86.1,Slow Down
Local,21.6,66.2,4,Stormy,Peak,15.1,43.1,True,19.3,Maintenance,68.3,Stop
Express,8.7,60.1,6,Foggy,Peak,34.7,89.0,True,1.1,Good,51.4,Slow Down
Express,7.2,54.6,3,Stormy,Non-Peak,14.1,25.0,True,2.0,Maintenance,94.0,Stop
Freight,6.2,58.8,2,Foggy,Non-Peak,65.3,13.5,False,0.5,Maintenance,56.5,Stop
Local,5.6,56.8,5,Cloudy,Peak,55.9,22.9,False,4.3,Good,53.5,Slow Down
Freight,1.7,47.5,3,Sunny,Non-Peak,56.1,40.1,False,4.2,Maintenance,60.1,Slow Down
Local,6.0,81.8,4,Cloudy,Peak,29.5,58.9,False,5.9,Good,47.7,Slow Down
Local,4.9,47.8,4,Rainy,Non-Peak,7.2,30.2,False,3.5,Damaged,53.4,Stop
Local,8.4,64.2,4,Stormy,Peak,46.3,97.0,True,2.9,Maintenance,23.7,Stop
Local,13.3,65.4,1,Stormy,Non-Peak,39.5,38.9,True,1.1,Damaged,36.7,Stop
Local,9.3,37.8,2,Cloudy,Peak,63.4,12.7,False,9.3,Damaged,51.4,Stop
Freight,0.8,48.7,2,Sunny,Non-Peak,40.5,73.4,False,1.2,Good,54.8,Slow Down
Express,16.1,58.7,1,Foggy,Non-Peak,43.6,87.2,True,9.3,Good,91.6,Slow Down
Express,12.1,59.6,4,Rainy,Peak,23.6,98.9,False,1.3,Good,50.9,Slow Down
Local,13.9,64.0,3,Cloudy,Peak,62.4,56.7,False,0.5,Damaged,91.2,Stop
Express,7.0,36.9,3,Cloudy,Non-Peak,28.7,79.1,True,0.6,Good,60.0,Slow Down
Express,6.1,83.9,1,Cloudy,Peak,32.3,59.1,False,0.7,Good,69.1,Stop
Freight,1.6,61.6,2,Foggy,Peak,60.1,20.1,False,0.5,Damaged,83.9,Stop
Freight,28.6,47.7,3,Stormy,Peak,19.0,99.8,True,1.5,Maintenance,74.7,Stop
Freight,12.9,69.7,4,Rainy,Non-Peak,69.5,73.1,False,3.1,Maintenance,82.3,Slow Down
Freight,10.2,10.0,2,Stormy,Non-Peak,44.4,71.4,True,5.4,Good,39.7,Stop
Local,10.7,62.0,4,Rainy,Non-Peak,51.6,85.5,True,10.5,Damaged,91.9,Stop
Freight,24.2,64.5,2,Foggy,Peak,27.6,18.2,True,7.1,Maintenance,44.7,Slow Down
Express,0.6,83.0,0,Rainy,Non-Peak,34.8,41.5,False,4.5,Damaged,53.3,Stop
Express,11.2,97.0,2,Stormy,Peak,72.7,66.6,True,1.0,Maintenance,68.9,Stop
Freight,18.0,50.8,3,Sunny,Non-Peak,53.9,31.2,True,3.4,Maintenance,67.0,Slow Down
Local,6.9,52.5,3,Foggy,Peak,75.4,37.9,False,3.0,Good,71.9,Slow Down
Freight,4.4,28.3,3,Rainy,Peak,58.5,70.9,False,1.8,Good,82.0,Slow Down
Local,1.1,54.5,2,Foggy,Peak,74.1,25.0,True,12.9,Good,44.7,Slow Down
Freight,11.3,80.7,1,Stormy,Peak,69.8,99.2,False,0.9,Maintenance,67.2,Stop
Local,15.2,47.2,4,Sunny,Peak,80.2,25.7,True,10.4,Maintenance,42.3,Slow Down
Express,24.3,87.9,2,Rainy,Non-Peak,81.6,31.2,True,5.3,Maintenance,85.3,Slow Down
Express,24.0,64.4,3,Foggy,Peak,85.1,55.3,True,7.9,Good,66.8,Slow Down
Freight,4.8,54.9,3,Cloudy,Non-Peak,47.8,15.1,True,0.6,Good,76.8,Slow Down
Freight,5.9,75.7,3,Cloudy,Peak,33.9,99.7,True,3.2,Damaged,44.4,Stop
Express,21.8,94.6,2,Foggy,Non-Peak,30.8,38.8,True,3.5,Damaged,65.2,Stop
Freight,1.6,80.7,0,Rainy,Non-Peak,57.3,10.7,True,2.7,Damaged,36.3,Stop
Local,16.8,32.9,4,Sunny,Non-Peak,69.2,28.4,True,4.9,Damaged,84.2,Stop
Local,8.3,63.6,6,Cloudy,Peak,19.2,95.7,False,3.8,Maintenance,45.2,Slow Down
Express,1.0,41.8,2,Stormy,Non-Peak,76.0,56.6,False,0.5,Damaged,89.5,Stop
Express,1.2,79.2,3,Foggy,Peak,53.2,90.3,False,0.5,Good,68.7,Stop
Local,13.2,39.3,2,Sunny,Non-Peak,63.2,10.6,True,5.7,Good,74.4,Stop
Freight,9.6,56.0,0,Cloudy,Non-Peak,10.6,83.0,True,2.6,Damaged,57.4,Stop
Freight,22.8,47.8,4,Stormy,Peak,26.6,11.5,True,16.1,Good,69.8,Stop
Local,17.3,62.2,0,Stormy,Peak,2.8,71.6,False,3.5,Good,42.8,Stop
Express,1.9,65.8,3,Rainy,Peak,53.0,98.1,False,3.5,Maintenance,71.2,Slow Down
Local,7.9,67.6,1,Stormy,Non-Peak,67.3,19.1,False,4.9,Good,86.4,Stop
Local,2.7,73.4,3,Rainy,Non-Peak,48.0,19.5,False,3.5,Good,57.3,Slow Down
Local,7.7,74.8,4,Foggy,Non-Peak,49.8,54.3,True,4.3,Maintenance,84.5,Slow Down
Freight,1.1,42.3,2,Stormy,Non-Peak,14.7,50.3,False,16.8,Maintenance,91.5,Stop
Express,14.3,43.8,2,Stormy,Non-Peak,78.3,28.4,False,6.8,Damaged,75.8,Stop
Freight,3.8,59.4,1,Sunny,Non-Peak,22.9,59.0,True,1.6,Maintenance,57.6,Slow Down
Local,1.2,36.3,0,Rainy,Non-Peak,28.1,35.6,False,2.4,Good,46.9,Slow Down
Express,1.1,73.7,4,Foggy,Non-Peak,58.9,53.9,False,4.9,Maintenance,55.7,Slow Down
Local,0.6,106.9,1,Stormy,Peak,48.8,23.9,False,1.8,Maintenance,84.5,Stop
Freight,5.2,49.3,4,Sunny,Non-Peak,37.9,20.5,False,17.6,Maintenance,33.8,Slow Down
Local,1.5,72.3,4,Sunny,Peak,25.1,28.8,False,0.5,Maintenance,33.5,Stop
Local,0.9,39.7,1,Rainy,Peak,50.0,82.3,True,0.8,Damaged,74.3,Stop
Local,12.3,52.5,2,Stormy,Peak,26.6,45.1,True,4.3,Good,56.2,Stop
Express,18.5,87.0,4,Foggy,Non-Peak,60.8,81.8,False,6.4,Damaged,93.5,Stop
Express,0.2,57.1,5,Cloudy,Peak,30.5,37.3,False,5.1,Maintenance,77.6,Slow Down
Freight,8.9,34.8,3,Stormy,Peak,50.0,61.2,True,10.1,Damaged,78.5,Stop
Freight,4.9,70.1,5,Stormy,Non-Peak,16.9,53.7,False,7.5,Good,92.6,Stop
Express,7.5,49.8,3,Sunny,Peak,59.1,12.6,False,4.8,Damaged,98.0,Stop
Freight,2.1,73.7,3,Cloudy,Peak,70.1,35.8,False,1.4,Maintenance,45.6,Slow Down
Local,0.8,69.8,4,Stormy,Peak,38.2,97.2,False,3.9,Damaged,76.3,Stop
Freight,6.3,56.3,3,Rainy,Peak,12.4,94.2,True,12.2,Good,74.8,Slow Down
Freight,0.3,78.0,3,Rainy,Non-Peak,19.3,47.2,True,6.9,Damaged,93.5,Stop
Freight,19.4,74.6,2,Foggy,Peak,80.1,94.7,False,0.5,Maintenance,59.5,Stop
Express,5.5,80.9,6,Rainy,Non-Peak,57.6,74.9,True,14.2,Good,55.3,Slow Down
Express,8.0,61.7,1,Rainy,Peak,12.5,12.9,False,4.5,Good,73.2,Stop
Freight,8.0,23.6,3,Cloudy,Non-Peak,64.5,95.4,False,1.6,Damaged,56.9,Stop
Express,27.2,46.6,8,Cloudy,Peak,26.2,66.0,True,0.5,Maintenance,89.3,Slow Down
Freight,5.5,75.0,2,Stormy,Non-Peak,78.1,30.0,False,7.6,Damaged,57.3,Stop
Express,0.9,43.4,5,Rainy,Non-Peak,51.6,31.0,True,9.3,Maintenance,73.4,Slow Down
Freight,2.1,80.7,3,Cloudy,Non-Peak,29.0,51.4,True,4.7,Damaged,53.3,Stop
Local,8.2,24.9,2,Cloudy,Peak,92.5,78.5,True,6.2,Maintenance,65.3,Slow Down
Local,2.7,40.2,2,Sunny,Peak,86.0,60.6,True,0.5,Maintenance,72.6,Slow Down
Express,4.6,64.5,4,Rainy,Non-Peak,12.8,27.2,True,7.8,Maintenance,49.4,Slow Down
Local,13.8,48.3,4,Foggy,Peak,41.0,21.6,False,3.8,Good,71.1,Slow Down
Local,2.8,52.1,0,Cloudy,Non-Peak,65.4,55.2,True,6.5,Damaged,81.6,Stop
Freight,17.1,68.9,4,Cloudy,Peak,14.8,91.6,True,4.4,Damaged,49.0,Stop
Local,6.8,53.8,6,Rainy,Peak,39.9,32.6,False,1.9,Damaged,76.8,Stop
Express,4.3,69.2,3,Sunny,Peak,37.1,15.7,True,0.7,Damaged,85.3,Stop
Local,7.5,74.5,3,Foggy,Peak,43.8,81.1,False,1.2,Damaged,70.1,Stop
Local,10.8,82.4,3,Sunny,Non-Peak,21.1,59.1,False,5.4,Damaged,70.4,Stop
Freight,17.4,53.7,2,Stormy,Peak,23.3,16.8,False,8.8,Maintenance,95.4,Stop
Freight,0.9,29.8,3,Sunny,Peak,42.3,52.9,True,20.0,Maintenance,86.4,Slow Down
Freight,3.6,46.1,1,Stormy,Non-Peak,72.5,35.8,True,1.6,Maintenance,70.5,Stop
Local,23.6,53.1,3,Rainy,Non-Peak,46.4,99.0,False,0.5,Damaged,45.8,Stop
Freight,13.1,0.0,7,Stormy,Peak,56.2,15.1,False,0.6,Damaged,86.4,Stop
Local,5.6,35.2,1,Sunny,Non-Peak,28.0,31.2,True,13.5,Maintenance,83.0,Slow Down
Express,37.0,97.1,3,Foggy,Non-Peak,80.9,18.0,True,3.6,Good,81.8,Slow Down
Express,34.4,33.4,1,Sunny,Non-Peak,3.8,91.9,False,5.0,Damaged,46.2,Stop
Freight,5.0,43.8,4,Rainy,Peak,9.2,27.4,False,1.1,Damaged,43.7,Stop
Local,3.9,73.7,3,Foggy,Peak,33.5,44.5,True,3.4,Maintenance,80.3,Slow Down
Local,2.2,24.5,0,Stormy,Non-Peak,14.2,82.2,False,9.5,Maintenance,75.0,Stop
Express,4.8,40.9,4,Sunny,Non-Peak,83.1,46.3,False,5.2,Good,58.3,Move
Express,5.6,20.4,6,Cloudy,Non-Peak,55.7,89.4,True,0.5,Good,98.7,Slow Down
Freight,17.1,34.2,5,Stormy,Non-Peak,61.7,21.4,False,9.2,Damaged,92.9,Stop
Express,9.2,57.4,5,Sunny,Non-Peak,25.5,85.8,True,1.8,Maintenance,87.6,Slow Down
Local,29.4,57.9,2,Foggy,Non-Peak,39.8,41.1,False,4.9,Good,64.4,Slow Down
Freight,7.6,46.6,2,Sunny,Peak,41.0,42.1,False,6.9,Damaged,67.3,Stop
Freight,0.4,86.0,3,Sunny,Non-Peak,89.1,85.3,False,1.5,Damaged,62.4,Stop
Freight,27.0,36.4,2,Cloudy,Peak,79.6,93.7,True,3.3,Good,55.1,Move
Freight,23.0,100.4,3,Foggy,Non-Peak,61.1,48.9,False,4.9,Good,86.6,Slow Down
Express,10.1,60.3,4,Cloudy,Non-Peak,82.2,65.7,True,1.9,Good,63.1,Slow Down
Express,9.0,68.2,0,Rainy,Non-Peak,42.3,16.0,False,0.5,Damaged,76.7,Stop
Freight,25.0,79.4,2,Rainy,Peak,61.7,21.0,False,3.8,Damaged,49.9,Stop
Freight,3.3,67.8,3,Rainy,Non-Peak,36.3,70.2,False,0.7,Damaged,67.5,Stop
Freight,27.1,50.6,4,Cloudy,Non-Peak,38.9,34.3,False,8.7,Maintenance,10.4,Slow Down
Express,13.1,95.5,2,Foggy,Non-Peak,63.9,53.5,True,10.9,Maintenance,72.1,Slow Down
Local,47.9,64.8,3,Foggy,Peak,78.3,93.0,False,4.5,Maintenance,97.6,Slow Down
Local,6.7,33.6,3,Cloudy,Peak,53.3,56.7,True,0.6,Damaged,82.2,Stop
Freight,4.8,45.2,3,Rainy,Non-Peak,24.7,74.3,True,13.9,Damaged,68.9,Stop
Express,35.8,57.9,0,Sunny,Peak,59.8,52.6,True,4.7,Good,75.5,Slow Down
Freight,23.6,98.0,2,Foggy,Non-Peak,59.4,83.1,True,9.6,Maintenance,59.6,Slow Down
Local,8.0,51.3,1,Rainy,Non-Peak,79.6,38.9,False,16.6,Damaged,31.1,Stop
Local,3.6,52.3,2,Sunny,Peak,35.3,28.7,True,3.5,Damaged,35.7,Stop
Freight,12.8,35.1,3,Stormy,Non-Peak,53.4,89.9,False,0.5,Good,65.0,Stop
Freight,0.3,77.1,4,Cloudy,Non-Peak,13.4,57.9,False,3.3,Damaged,60.8,Stop
Local,13.4,66.2,4,Foggy,Non-Peak,17.3,45.7,True,5.9,Good,97.1,Slow Down
Freight,6.4,61.9,3,Cloudy,Non-Peak,87.8,98.6,True,14.6,Maintenance,75.6,Slow Down
Freight,7.8,58.6,3,Rainy,Non-Peak,51.3,64.4,False,0.6,Maintenance,98.8,Stop
Freight,0.9,73.7,3,Cloudy,Non-Peak,13.9,35.8,False,2.8,Good,66.9,Move
Local,3.3,66.3,1,Cloudy,Non-Peak,92.5,29.5,False,5.5,Maintenance,76.8,Slow Down
Express,5.9,36.1,4,Foggy,Peak,22.5,47.4,False,3.2,Damaged,63.5,Stop
Express,11.0,53.3,1,Foggy,Non-Peak,14.9,35.2,False,0.7,Damaged,90.0,Stop
Freight,8.2,84.6,2,Rainy,Peak,2.1,88.4,False,20.0,Damaged,23.5,Stop
Local,6.5,74.3,3,Foggy,Peak,79.9,13.5,True,10.2,Damaged,79.6,Stop
Local,0.1,9.6,3,Cloudy,Peak,37.6,82.7,True,0.6,Good,54.5,Slow Down
Local,0.8,22.5,2,Cloudy,Peak,29.4,21.7,True,4.1,Good,57.2,Move
Express,26.7,83.6,3,Stormy,Non-Peak,20.2,41.9,False,4.7,Good,41.0,Stop
Local,0.9,74.2,1,Rainy,Peak,69.7,41.6,True,2.6,Maintenance,60.1,Slow Down
Local,45.3,45.7,6,Stormy,Non-Peak,63.2,83.0,True,6.6,Maintenance,43.0,Stop
Freight,22.5,48.2,2,Foggy,Peak,55.6,77.2,True,0.5,Damaged,88.6,Stop
Local,12.2,40.0,0,Rainy,Peak,45.2,75.8,True,3.7,Maintenance,66.1,Slow Down
Express,22.5,52.1,2,Sunny,Non-Peak,85.7,91.4,False,1.9,Good,44.9,Slow Down
Local,2.4,41.2,3,Foggy,Peak,23.0,24.2,True,5.9,Maintenance,53.3,Slow Down
Local,23.1,66.1,5,Cloudy,Peak,53.7,12.1,False,3.0,Maintenance,91.9,Stop
Freight,11.7,31.5,2,Cloudy,Non-Peak,37.2,70.2,True,3.2,Damaged,75.1,Stop
Freight,6.9,51.7,3,Foggy,Peak,29.0,89.5,True,3.8,Maintenance,81.6,Slow Down
Express,0.8,106.4,1,Stormy,Non-Peak,76.2,85.4,True,0.5,Good,71.0,Stop
Local,11.3,29.8,3,Foggy,Non-Peak,10.3,59.9,True,7.2,Good,78.0,Slow Down
Local,2.7,44.7,5,Stormy,Non-Peak,51.4,58.8,False,3.7,Good,53.0,Stop
Freight,2.3,45.6,2,Sunny,Peak,73.0,63.9,True,0.9,Maintenance,39.4,Slow Down
Freight,11.7,55.9,2,Rainy,Peak,30.2,17.9,False,2.5,Maintenance,51.8,Slow Down
Express,4.7,90.0,2,Stormy,Non-Peak,18.5,12.3,False,2.1,Maintenance,68.7,Stop
Local,0.3,59.7,2,Cloudy,Peak,87.3,68.7,False,6.5,Damaged,83.0,Stop
Freight,1.3,42.6,2,Rainy,Peak,67.0,11.9,True,1.3,Maintenance,55.0,Stop
Freight,28.2,62.9,3,Rainy,Non-Peak,52.6,28.0,False,2.7,Damaged,14.2,Stop
Express,4.8,41.2,3,Foggy,Non-Peak,72.9,54.5,True,0.6,Good,68.6,Slow Down
Express,5.5,31.4,1,Stormy,Peak,25.0,41.1,False,2.2,Damaged,54.0,Stop
Local,4.9,52.0,1,Foggy,Non-Peak,62.6,38.5,False,2.6,Damaged,53.2,Stop
Local,6.7,60.3,5,Rainy,Peak,53.7,99.3,True,0.7,Damaged,42.1,Stop
Freight,5.3,47.4,0,Cloudy,Non-Peak,66.6,47.0,True,5.2,Damaged,81.5,Stop
Express,14.7,70.0,3,Sunny,Peak,79.1,42.7,True,5.1,Good,61.8,Move
Freight,26.9,63.0,2,Cloudy,Non-Peak,42.1,89.1,True,1.9,Damaged,37.3,Stop
Express,3.2,44.7,0,Cloudy,Non-Peak,68.5,24.5,True,11.8,Damaged,50.9,Stop
Freight,13.2,41.6,2,Sunny,Non-Peak,49.5,81.3,True,9.1,Damaged,85.4,Stop
Freight,1.2,41.9,2,Stormy,Peak,47.4,61.2,False,2.3,Damaged,43.4,Stop
Freight,18.3,101.5,4,Sunny,Non-Peak,33.7,82.1,False,2.6,Good,61.1,Slow Down
Local,7.4,53.1,3,Rainy,Peak,58.0,87.0,True,2.1,Maintenance,35.5,Slow Down
Freight,0.3,57.1,5,Sunny,Peak,19.4,95.4,True,0.9,Maintenance,76.9,Slow Down
Express,6.0,53.1,5,Foggy,Non-Peak,86.1,53.7,True,1.9,Good,72.5,Slow Down
Local,10.8,56.6,4,Stormy,Non-Peak,37.1,98.9,False,2.5,Maintenance,40.2,Stop
Freight,6.8,85.4,6,Stormy,Peak,81.6,57.7,True,1.7,Damaged,51.7,Stop
Freight,0.0,52.7,5,Sunny,Peak,58.2,20.8,False,6.1,Damaged,66.7,Stop
Express,3.6,57.2,3,Rainy,Peak,76.3,80.5,True,16.5,Maintenance,83.0,Slow Down
Freight,4.5,62.7,4,Cloudy,Non-Peak,74.3,75.7,False,0.5,Good,86.8,Stop
Express,27.5,50.8,4,Stormy,Non-Peak,67.5,36.1,True,4.3,Maintenance,77.3,Stop
Express,2.9,43.0,2,Sunny,Peak,37.8,38.2,False,1.7,Damaged,34.9,Stop
Express,22.8,65.9,3,Rainy,Peak,27.0,81.7,True,4.5,Good,83.8,Slow Down
Local,9.9,69.5,1,Sunny,Non-Peak,18.2,63.2,True,12.2,Good,34.3,Move
Local,39.6,54.8,2,Sunny,Non-Peak,73.2,11.3,False,5.4,Good,95.1,Stop
Local,1.1,62.9,4,Rainy,Peak,42.5,86.3,True,2.9,Damaged,76.3,Stop
Freight,11.8,44.0,1,Rainy,Non-Peak,52.0,12.6,False,8.8,Good,45.8,Stop
Freight,0.4,49.4,3,Rainy,Peak,38.4,36.9,False,10.1,Maintenance,64.6,Slow Down
Freight,11.9,83.1,2,Sunny,Peak,44.9,51.8,False,6.8,Damaged,73.4,Stop
Freight,6.2,59.6,4,Sunny,Non-Peak,30.6,14.4,False,9.6,Damaged,74.0,Stop
Freight,7.6,39.8,1,Stormy,Non-Peak,39.8,56.5,True,7.2,Maintenance,84.1,Stop
Freight,1.7,19.3,3,Rainy,Non-Peak,66.0,25.4,True,5.4,Good,83.6,Slow Down
Freight,4.1,26.0,2,Rainy,Non-Peak,53.7,50.5,True,9.8,Damaged,58.8,Stop
Freight,7.7,31.2,0,Stormy,Peak,93.6,98.3,False,2.2,Good,64.8,Stop
Freight,1.6,89.1,2,Rainy,Non-Peak,42.1,21.7,True,1.1,Maintenance,57.8,Slow Down
Freight,2.8,52.1,3,Sunny,Peak,75.5,60.9,True,9.8,Maintenance,53.6,Slow Down
Freight,11.9,81.7,3,Cloudy,Peak,60.7,91.1,True,1.6,Good,89.6,Slow Down
Local,0.2,45.6,3,Cloudy,Peak,15.5,10.3,False,1.4,Good,78.1,Stop
Freight,1.0,66.2,2,Foggy,Peak,38.8,26.7,True,19.1,Good,66.5,Slow Down
Local,5.5,37.8,3,Sunny,Non-Peak,33.8,68.7,True,6.2,Damaged,88.7,Stop
Local,25.7,43.5,4,Rainy,Non-Peak,97.6,80.3,True,5.7,Damaged,72.4,Stop
Freight,15.5,20.7,4,Foggy,Non-Peak,48.2,56.2,False,8.1,Damaged,88.2,Stop
Local,1.0,55.5,4,Foggy,Non-Peak,64.0,90.8,False,5.3,Maintenance,51.4,Slow Down
Local,23.0,25.8,2,Stormy,Non-Peak,62.9,15.5,True,1.6,Damaged,77.9,Stop
Freight,6.4,67.3,5,Foggy,Peak,67.5,57.7,False,2.1,Maintenance,82.1,Slow Down
Freight,19.7,56.7,3,Sunny,Peak,15.7,19.5,True,1.3,Good,47.3,Slow Down
Freight,9.3,60.2,3,Cloudy,Non-Peak,18.4,36.0,False,8.3,Good,43.9,Move
Express,17.6,27.2,3,Foggy,Peak,58.6,47.1,False,1.3,Damaged,86.6,Stop
Express,2.3,17.9,3,Stormy,Non-Peak,61.1,73.6,False,1.0,Maintenance,84.0,Stop
Local,6.9,42.7,3,Stormy,Non-Peak,34.7,62.7,True,1.9,Damaged,65.5,Stop
Freight,10.7,48.7,1,Rainy,Peak,77.0,39.1,False,1.4,Good,92.9,Slow Down
Local,0.7,77.0,5,Sunny,Peak,61.2,77.8,True,1.2,Damaged,72.8,Stop
Express,2.4,73.3,2,Sunny,Non-Peak,20.6,98.4,True,2.5,Damaged,63.5,Stop
Express,0.6,80.2,1,Sunny,Peak,85.4,32.6,True,1.0,Good,65.7,Slow Down
Local,2.4,70.8,1,Stormy,Non-Peak,25.7,82.4,True,7.9,Damaged,82.1,Stop
Local,3.1,17.8,3,Cloudy,Non-Peak,84.4,37.8,False,5.4,Good,72.7,Move
Express,0.9,0.0,2,Cloudy,Non-Peak,71.7,22.3,True,3.5,Good,84.9,Move
Local,6.6,54.3,1,Foggy,Non-Peak,75.6,41.2,True,5.3,Damaged,86.8,Stop
Local,4.2,81.7,2,Stormy,Peak,87.6,33.6,True,2.1,Good,88.8,Stop
Local,0.4,113.3,1,Rainy,Peak,60.5,11.7,True,6.6,Damaged,85.0,Stop
Local,25.3,98.9,1,Foggy,Non-Peak,20.2,15.8,False,4.3,Maintenance,35.7,Slow Down
Express,9.6,91.2,3,Foggy,Non-Peak,25.5,62.7,False,2.9,Damaged,31.1,Stop
Express,12.9,48.4,2,Rainy,Non-Peak,72.8,10.9,True,0.8,Damaged,66.0,Stop
Local,14.1,55.3,7,Sunny,Peak,36.6,56.3,False,8.8,Maintenance,96.6,Slow Down
Freight,9.6,53.4,3,Cloudy,Non-Peak,82.3,70.1,True,4.7,Damaged,88.7,Stop
Express,4.9,41.4,6,Rainy,Peak,11.5,60.8,False,2.1,Maintenance,93.3,Slow Down
Local,19.2,62.9,1,Foggy,Peak,8.0,61.4,True,0.5,Good,95.8,Slow Down
Express,5.6,73.3,4,Cloudy,Non-Peak,42.0,11.0,False,6.0,Good,76.7,Stop
Express,2.9,48.1,3,Foggy,Peak,25.9,49.2,True,5.0,Maintenance,67.4,Slow Down
Express,8.7,25.7,2,Rainy,Peak,14.3,37.5,False,3.6,Good,96.4,Slow Down
Freight,4.5,41.7,3,Rainy,Peak,46.3,38.5,False,18.7,Damaged,90.9,Stop
Local,8.5,60.5,2,Foggy,Non-Peak,50.5,30.6,True,1.2,Damaged,78.2,Stop
Local,6.2,87.1,2,Sunny,Non-Peak,20.0,76.7,True,7.7,Good,62.9,Slow Down
Freight,6.3,83.4,1,Rainy,Peak,60.6,53.9,False,6.1,Damaged,88.1,Stop
Local,27.6,73.7,4,Cloudy,Non-Peak,57.0,30.0,False,6.3,Good,58.0,Move
Local,3.9,108.5,9,Foggy,Non-Peak,35.7,77.2,False,3.7,Good,64.8,Slow Down
Freight,3.9,89.8,3,Cloudy,Non-Peak,40.2,42.0,False,2.6,Good,98.2,Slow Down
Local,1.4,34.3,3,Cloudy,Non-Peak,45.1,43.2,True,16.1,Damaged,79.4,Stop
Freight,3.4,65.6,2,Rainy,Peak,53.4,81.8,True,4.1,Maintenance,69.9,Slow Down
Express,11.3,81.1,1,Stormy,Peak,58.6,76.5,False,16.1,Maintenance,63.1,Stop
Freight,9.1,62.0,2,Sunny,Peak,77.4,91.8,True,14.2,Maintenance,78.0,Slow Down
Freight,7.7,77.5,5,Foggy,Non-Peak,91.8,50.9,True,6.6,Good,38.3,Slow Down
Express,11.9,59.2,5,Rainy,Non-Peak,58.5,32.4,False,1.8,Damaged,40.8,Stop
Local,14.9,57.3,4,Cloudy,Non-Peak,41.3,37.9,True,3.7,Good,39.7,Move
Express,3.4,44.1,1,Foggy,Peak,63.4,17.9,False,9.4,Maintenance,54.2,Slow Down
Express,2.5,118.9,7,Foggy,Non-Peak,42.5,77.3,False,0.7,Good,80.5,Stop
Local,3.1,70.3,4,Cloudy,Peak,22.9,28.9,True,10.8,Damaged,24.4,Stop
Freight,14.1,47.7,6,Rainy,Peak,9.5,85.9,False,7.2,Maintenance,56.7,Slow Down
Freight,1.2,78.0,3,Stormy,Peak,51.3,71.8,True,3.7,Good,45.4,Stop
